Campaign_ID,Influencer_ID,Campaign_Type,Start_Date,End_Date,Budget_USD,Reach,Impressions,Engagement_Rate,Click_Through_Rate,Conversions,ROI
CM2185,297,Affiliate,2024-01-28,2024-02-13,725.0,77848,218047,4.8,13.36,323,34.3
CM2349,225,Giveaway,2024-12-15,2024-12-13,1369.0,810471,963853,7.99,10.53,596,-1.92
CM5077,249,Product Launch,2024-04-20,2024-05-05,5643.0,465787,491094,4.12,10.27,531,29.25
CM2430,339,Brand Awareness,2024-01-15,2024-01-20,4613.0,552302,729241,1.88,7.14,975,8.32
CM2123,317,Product Launch,2024-07-09,2024-07-14,9804.0,139480,164318,5.88,7.37,386,37.38
CM2956,323,Product Launch,2024-06-18,2024-06-08,9497.0,918897,961710,8.42,12.45,555,56.01
CM1592,321,Product Launch,2024-03-02,2024-03-20,5527.0,90257,164785,4.29,7.88,237,27.26
CM3944,163,Product Launch,2024-01-31,2024-01-29,4382.0,424691,533860,2.97,3.94,248,33.68
CM326,335,Product Launch,2024-07-18,2024-07-27,9305.0,551757,602122,5.09,4.12,145,57.24
CM4005,267,Product Launch,2024-06-28,2024-06-20,5091.0,476521,515214,6.06,10.04,638,0.32
CM2029,346,Affiliate,2024-05-17,2024-05-27,5175.0,396107,519342,1.93,6.61,231,25.36
CM3358,335,Brand Awareness,2024-05-25,2024-05-31,6708.0,303079,400344,1.34,1.11,575,9.52
CM4728,258,Brand Awareness,2024-04-14,2024-04-26,7272.0,342355,496661,5.44,11.2,992,16.37
CM1504,313,Giveaway,2024-08-20,2024-08-30,2285.0,417716,602251,8.37,6.66,36,30.07
CM2279,157,Affiliate,2024-06-02,2024-05-24,5931.0,985054,1008819,6.99,10.82,964,41.48
CM797,313,Giveaway,2024-06-10,2024-06-23,5988.0,299345,342344,6.43,6.18,437,
CM1224,319,Product Launch,2024-04-23,2024-04-29,6559.0,182721,197781,6.4,11.66,836,32.09
CM3078,336,Brand Awareness,2024-05-13,2024-05-11,8217.0,618484,687229,3.75,2.03,899,-1.81
CM3209,338,Giveaway,2024-10-12,2024-10-10,2869.0,877683,1067800,6.12,3.38,399,-3.73
CM1878,203,Affiliate,2024-10-15,2024-10-08,2797.0,312483,454704,0.79,1.16,27,10.64
CM3143,267,Affiliate,2024-08-28,2024-09-16,2467.0,753304,934123,6.29,13.53,407,41.51
CM1137,320,Brand Awareness,2024-02-03,2024-02-10,6236.0,751659,804197,8.76,2.1,719,3.64
CM4405,350,Brand Awareness,2024-09-01,2024-09-10,8566.0,743941,860350,6.77,3.87,451,-8.55
CM2356,203,Brand Awareness,2024-04-19,2024-05-03,2948.0,571107,688214,6.73,2.24,844,37.97
CM413,256,Affiliate,2024-06-27,2024-06-25,7577.0,862656,889694,5.87,5.88,239,-2.54
CM2381,340,Product Launch,2024-04-15,2024-05-02,9677.0,260718,381214,6.72,0.32,332,22.66
CM2647,302,Giveaway,2024-10-02,2024-10-18,8146.0,462118,660572,7.31,9.56,581,57.42
CM1516,133,Giveaway,2024-07-24,2024-08-08,7645.0,304588,349368,,10.29,161,18.16
CM1136,218,Brand Awareness,2024-04-10,2024-04-18,5757.0,339837,504976,0.51,6.78,522,-6.1
CM2259,163,Affiliate,2024-09-03,2024-09-15,3205.0,801342,867000,7.38,1.47,755,7.91
CM4393,203,Giveaway,2024-03-12,2024-03-16,6596.0,658767,839595,3.86,11.35,981,44.52
CM1854,236,Giveaway,2024-08-15,2024-09-03,8359.0,998935,1064301,7.13,1.47,436,
CM3421,313,Brand Awareness,2024-07-27,2024-07-18,5397.0,688984,732104,,10.24,22,26.29
CM4904,349,Product Launch,2024-06-04,2024-06-03,1214.0,546771,635103,5.54,3.97,612,21.63
CM4328,273,Giveaway,2024-05-23,2024-05-29,2650.0,301106,449195,2.6,5.77,210,-4.68
CM2620,343,Brand Awareness,2024-01-11,2024-01-07,7869.0,525434,601378,3.37,3.29,700,10.06
CM4625,133,Giveaway,2024-01-09,2024-01-16,9051.0,301108,428301,6.93,4.95,908,7.98
CM3919,133,Brand Awareness,2024-07-30,2024-07-25,9568.0,576512,688053,2.8,7.05,530,-3.57
CM3757,322,Giveaway,2024-04-19,2024-05-03,8868.0,863124,1060581,2.6,3.34,640,7.28
CM1606,279,Giveaway,2024-08-27,2024-09-09,1710.0,718039,852168,5.17,2.49,359,35.27
CM2023,319,Affiliate,2024-12-02,2024-11-28,3825.0,235408,325869,6.96,1.69,849,1.21
CM548,163,Brand Awareness,2024-01-25,2024-02-01,9585.0,456457,484885,6.49,9.48,673,-0.66
CM4307,278,Brand Awareness,2024-11-22,2024-11-19,9577.0,786367,917414,2.52,13.43,571,17.11
CM4477,334,Giveaway,2024-12-08,2024-12-23,1088.0,545175,579083,9.38,7.32,275,16.21
CM1373,245,Product Launch,2024-12-27,2024-12-20,7311.0,853083,902627,9.79,12.44,624,46.5
CM3560,342,Product Launch,2024-09-26,2024-10-04,2392.0,2355,58291,4.31,14.3,397,38.55
CM461,314,Brand Awareness,2024-07-07,2024-07-23,4915.0,107911,189757,7.02,8.31,416,2.48
CM2283,340,Giveaway,2024-01-19,2024-01-26,1720.0,459093,606633,8.9,0.4,26,49.08
CM1234,341,Product Launch,2024-10-05,2024-10-10,2987.0,516907,561995,0.91,0.56,202,24.84
CM1673,302,Product Launch,2024-11-26,2024-12-08,5770.0,692323,825227,1.19,1.6,679,5.01
CM2255,292,Giveaway,2024-07-19,2024-07-19,3445.0,459018,553457,9.74,6.72,452,49.9
CM1930,336,Giveaway,2024-08-14,2024-08-15,3126.0,793554,964286,2.7,14.69,725,56.27
CM1153,249,Product Launch,2024-01-16,2024-01-20,8598.0,255398,437627,7.12,0.36,604,-8.13
CM2560,321,Product Launch,2024-03-29,2024-04-14,7487.0,142615,204305,,10.58,204,59.23
CM122,225,Affiliate,2024-07-14,2024-07-11,,998387,1144265,4.3,12.21,666,31.85
CM2166,297,Giveaway,2024-05-17,2024-05-22,611.0,58194,179672,8.82,8.44,366,23.76
CM1753,172,Product Launch,2024-04-02,2024-04-09,5999.0,319339,355165,8.97,3.22,621,38.46
CM2855,298,Brand Awareness,2024-06-04,2024-06-19,4394.0,249433,370262,4.25,13.29,954,4.22
CM3522,348,Product Launch,2024-12-16,2024-12-22,1222.0,805652,838006,5.46,12.93,372,11.9
CM3080,328,Affiliate,2024-10-31,2024-11-07,2993.0,534893,687215,8.56,8.53,914,
CM4295,292,Affiliate,2024-06-07,2024-06-25,6944.0,376497,550568,,0.53,760,48.74
CM2568,320,Giveaway,2024-10-07,2024-10-03,5573.0,966488,1101773,5.46,5.49,853,44.28
CM2425,331,Giveaway,2024-11-02,2024-10-29,7663.0,98464,201805,1.58,10.39,404,36.1
CM560,348,Affiliate,2024-11-21,2024-11-24,7213.0,540491,667290,5.14,4.72,450,21.56
CM1167,278,Brand Awareness,2024-05-16,2024-05-28,7929.0,591512,758489,4.64,1.14,701,21.89
CM187,271,Affiliate,2024-07-22,2024-07-20,4212.0,239580,285838,4.48,4.77,39,0.5
CM1530,292,Product Launch,2024-07-14,2024-07-04,3589.0,177974,264372,1.77,7.27,870,27.84
CM2918,323,Product Launch,2024-10-15,2024-10-22,6221.0,654570,790352,8.16,8.77,210,11.1
CM382,245,Product Launch,2024-12-15,2025-01-02,3329.0,955933,1007183,3.27,1.69,846,-9.0
CM2583,172,Product Launch,2024-12-10,2024-12-17,9552.0,275006,473486,9.94,1.97,688,16.45
CM562,218,Brand Awareness,2024-03-06,2024-02-27,8607.0,236281,397864,2.42,12.24,441,35.95
CM312,204,Affiliate,2024-05-07,2024-05-21,5059.0,159895,210085,7.14,8.45,995,11.96
CM2688,298,Product Launch,2024-08-29,2024-09-06,881.0,205818,358975,8.08,1.16,162,6.01
CM3599,321,Brand Awareness,2024-02-24,2024-02-23,7971.0,810067,879192,4.99,6.58,374,16.75
CM2681,203,Brand Awareness,2024-06-09,2024-06-15,9275.0,163480,359942,1.09,0.39,351,54.14
CM1468,344,Product Launch,2024-02-18,2024-02-26,9299.0,719449,830744,6.9,4.04,382,26.78
CM334,346,Product Launch,2024-01-20,2024-01-21,684.0,377640,534556,5.15,11.09,555,19.13
CM4925,211,Product Launch,2024-03-14,2024-03-21,8228.0,250486,337439,9.11,8.78,451,30.71
CM697,338,Brand Awareness,2024-09-03,2024-09-06,6506.0,267714,324135,,1.49,358,56.29
CM4657,305,Product Launch,2024-02-29,2024-02-21,2602.0,643836,735902,4.3,1.26,624,14.68
CM2350,334,Giveaway,2024-06-13,2024-06-08,6579.0,913453,995106,5.01,7.07,493,-5.52
CM4293,339,Affiliate,2024-02-25,2024-02-24,2498.0,68082,86646,9.05,13.17,901,43.12
CM2383,137,Product Launch,2024-02-08,2024-02-20,8614.0,310345,487011,3.88,12.27,294,42.09
CM762,245,Product Launch,2024-07-22,2024-07-21,2741.0,231305,326228,6.91,14.37,215,11.54
CM4859,336,Brand Awareness,2024-09-06,2024-09-16,1409.0,21180,42254,0.54,3.57,691,40.98
CM2385,291,Giveaway,2024-10-01,2024-10-17,5282.0,345304,392639,6.33,6.3,611,1.1
CM4962,317,Giveaway,2024-12-09,2024-12-07,8700.0,416159,553890,4.83,13.69,349,29.01
CM3504,163,Affiliate,2024-03-27,2024-04-09,4928.0,591285,714510,1.25,0.56,784,54.48
CM2764,337,Giveaway,2024-09-29,2024-10-17,4821.0,338044,520176,1.15,0.85,183,-2.18
CM3758,172,Giveaway,2024-08-08,2024-08-19,8668.0,940957,1001687,4.93,10.76,307,49.32
CM879,334,Affiliate,2024-10-12,2024-10-07,,517929,530695,4.24,0.81,856,32.73
CM4018,137,Brand Awareness,2024-09-06,2024-09-25,1061.0,649207,757813,8.42,8.85,276,23.58
CM3699,329,Product Launch,2024-01-01,2024-01-05,4819.0,209130,325884,4.88,2.83,636,5.41
CM3752,338,Product Launch,2024-05-14,2024-05-31,9024.0,622671,730726,5.66,7.33,607,30.57
CM3604,241,Giveaway,2024-01-29,2024-02-10,3346.0,326689,412382,5.02,9.94,327,50.59
CM3508,218,Giveaway,2024-06-23,2024-06-30,2608.0,83071,88271,6.49,0.85,771,56.72
CM5083,258,Affiliate,2024-07-29,2024-07-28,8573.0,803963,847891,7.2,6.33,228,40.26
CM785,211,Product Launch,2024-05-09,2024-05-17,7087.0,252428,436394,2.81,9.39,356,36.19
CM3651,343,Product Launch,2024-11-28,2024-12-03,2022.0,710649,787169,7.04,8.53,882,-7.69
CM3027,332,Giveaway,2024-06-21,2024-06-11,6838.0,990130,1176664,0.6,13.1,758,1.59
CM3761,211,Brand Awareness,2024-06-14,2024-06-13,7503.0,206446,238344,8.12,2.57,707,
CM2271,302,Product Launch,2024-11-21,2024-12-04,7515.0,276927,448440,4.71,2.12,891,22.24
CM2941,157,Affiliate,2024-11-11,2024-11-23,5257.0,276894,306625,6.96,5.52,19,11.0
CM1950,292,Giveaway,2024-05-31,2024-05-22,527.0,493269,683995,4.03,2.82,739,2.8
CM587,211,Product Launch,2024-01-24,2024-02-01,8320.0,898465,928525,7.08,13.5,422,9.91
CM1788,344,Brand Awareness,2024-03-17,2024-04-04,6705.0,334583,530381,7.81,3.83,848,
CM2330,335,Affiliate,2024-04-13,2024-04-16,1872.0,686443,831300,0.93,9.29,206,-1.66
CM3580,347,Affiliate,2024-06-18,2024-06-17,5605.0,590804,639033,,2.79,88,
CM2420,273,Product Launch,2024-11-29,2024-12-15,1857.0,904969,1090902,8.8,3.81,13,55.25
CM882,350,Affiliate,2024-07-23,2024-07-21,8116.0,244445,424148,6.85,11.94,441,23.17
CM621,345,Affiliate,2024-01-02,2024-01-15,7154.0,771741,779621,6.5,2.24,519,21.66
CM622,343,Giveaway,2024-05-11,2024-05-08,7489.0,57690,87639,3.83,0.84,557,16.43
CM4726,348,Giveaway,2024-01-27,2024-01-29,1716.0,781991,844483,2.58,8.95,579,37.53
CM4253,292,Brand Awareness,2024-06-28,2024-07-02,5779.0,437850,548764,4.68,7.16,833,8.94
CM2498,263,Giveaway,2024-03-11,2024-03-22,,564229,569465,6.33,11.79,10,40.79
CM2307,305,Giveaway,2024-06-04,2024-06-15,8096.0,609852,646093,7.58,7.29,655,18.85
CM3806,338,Giveaway,2024-01-01,2024-01-05,948.0,384382,397725,4.55,9.08,812,
CM3885,203,Giveaway,2024-05-01,2024-04-22,595.0,21997,79200,,10.22,979,14.3
CM4771,260,Brand Awareness,2024-11-20,2024-11-11,7713.0,157806,278976,2.28,1.75,456,22.85
CM4136,260,Affiliate,2024-12-25,2024-12-25,5378.0,827860,886755,6.36,4.1,34,5.13
CM1611,296,Giveaway,2024-09-10,2024-09-26,9189.0,617585,763349,3.53,4.79,295,32.04
CM1982,317,Giveaway,2024-02-12,2024-02-12,1696.0,758939,897650,6.37,8.71,718,16.48
CM751,348,Brand Awareness,2024-08-23,2024-08-21,6804.0,425286,504117,9.13,11.07,813,40.25
CM3068,322,Brand Awareness,2024-09-10,2024-09-15,1825.0,973809,1148138,0.78,11.74,254,30.87
CM3395,345,Product Launch,2024-04-09,2024-04-25,6592.0,711193,827355,9.27,0.49,690,-4.55
CM469,267,Brand Awareness,2024-09-10,2024-09-24,7508.0,260004,406541,8.67,6.76,707,46.56
CM2910,327,Affiliate,2024-03-04,2024-02-25,8906.0,484430,489390,3.4,13.23,569,54.24
CM218,296,Product Launch,2024-11-22,2024-11-22,1775.0,995764,1057123,0.53,4.35,329,
CM4141,157,Brand Awareness,2024-06-28,2024-06-22,2102.0,882811,1037384,3.81,3.56,506,58.29
CM4739,298,Giveaway,2024-09-16,2024-09-19,1024.0,35422,89942,9.36,0.99,763,9.4
CM2316,350,Brand Awareness,2024-02-07,2024-02-11,3939.0,287603,411369,2.66,1.12,773,2.06
CM3874,241,Affiliate,2024-02-24,2024-03-06,3594.0,563568,725086,1.35,14.53,489,-4.5
CM1713,349,Giveaway,2024-06-23,2024-06-22,3022.0,281512,477012,9.32,6.54,778,
CM3203,218,Brand Awareness,2024-03-07,2024-02-27,4146.0,205635,337631,7.9,12.81,208,-9.14
CM1062,267,Giveaway,2024-07-23,2024-07-18,5381.0,834568,878541,8.57,3.71,451,-8.89
CM2610,340,Giveaway,2024-04-12,2024-04-15,,232129,365399,7.39,13.38,484,-7.67
CM3880,337,Affiliate,2024-08-09,2024-08-11,5779.0,971644,1052893,1.38,12.78,838,37.51
CM3170,258,Affiliate,2024-11-29,2024-11-29,7876.0,696649,798400,5.4,5.74,939,43.51
CM4873,336,Brand Awareness,2024-09-22,2024-10-04,5757.0,340546,413055,2.67,5.15,456,-3.45
CM3667,263,Product Launch,2024-08-04,2024-07-25,,106461,108777,6.42,7.68,513,-0.81
CM2515,333,Affiliate,2024-10-05,2024-10-21,3960.0,382047,432870,5.81,4.03,205,28.05
CM4897,343,Brand Awareness,2024-05-14,2024-05-24,8271.0,571417,695600,9.45,3.95,921,40.58
CM4468,349,Brand Awareness,2024-02-11,2024-02-06,8952.0,378282,524097,6.43,5.75,663,21.04
CM2285,328,Brand Awareness,2024-01-26,2024-01-25,,830418,934067,,4.27,89,10.54
CM4643,204,Affiliate,2024-03-08,2024-03-24,4925.0,137365,312857,4.4,9.96,171,13.32
CM2667,337,Brand Awareness,2024-02-25,2024-02-29,5805.0,785629,883921,2.31,11.86,634,32.43
CM2137,339,Product Launch,2024-06-12,2024-06-29,7892.0,454498,556969,8.3,8.53,957,-2.3
CM4495,163,Brand Awareness,2024-03-23,2024-03-28,8830.0,340879,395635,9.46,5.77,150,23.26
CM872,298,Brand Awareness,2024-04-16,2024-04-09,1021.0,32050,105978,8.25,0.28,380,44.53
CM1384,317,Giveaway,2024-03-18,2024-03-24,9606.0,590163,726350,2.9,8.58,480,26.8
CM4843,172,Product Launch,2024-04-20,2024-05-05,1972.0,981474,1033459,9.82,2.24,693,12.62
CM4983,340,Brand Awareness,2024-11-24,2024-11-22,5444.0,308205,397514,3.31,0.35,815,53.35
CM2687,279,Giveaway,2024-11-22,2024-11-14,6318.0,646141,731650,4.46,8.45,991,24.96
CM4815,320,Giveaway,2024-06-22,2024-06-30,825.0,876049,900087,8.04,12.31,808,-9.71
CM1514,256,Brand Awareness,2024-02-22,2024-03-09,8991.0,665990,690543,5.6,4.17,604,6.51
CM1334,349,Brand Awareness,2024-08-24,2024-09-04,6973.0,704893,812830,1.75,13.69,771,-2.46
CM2973,260,Brand Awareness,2024-08-01,2024-08-15,5563.0,920217,1000924,9.05,10.0,680,46.26
CM535,273,Brand Awareness,2024-08-07,2024-08-18,8307.0,776896,904558,2.14,10.14,298,
CM1774,324,Affiliate,2024-05-07,2024-04-30,8013.0,543089,551519,1.27,14.69,107,15.39
CM465,345,Giveaway,2024-08-23,2024-08-18,5348.0,408558,504344,8.62,7.46,458,28.88
CM2920,321,Brand Awareness,2024-01-25,2024-01-26,5430.0,571272,701529,8.21,12.87,42,5.17
CM331,335,Affiliate,2024-03-06,2024-03-03,6564.0,831839,896959,7.03,0.73,594,-0.97
CM4501,279,Affiliate,2024-12-23,2024-12-31,5074.0,510548,687644,3.87,13.59,901,19.38
CM247,336,Product Launch,2024-01-04,2024-01-20,4611.0,887837,949169,5.53,1.29,99,-0.31
CM4635,321,Giveaway,2024-03-16,2024-03-18,9959.0,794477,877134,8.91,5.17,361,31.64
CM507,273,Affiliate,2024-04-02,2024-04-17,2785.0,152389,238701,2.13,8.4,540,-1.32
CM2190,317,Giveaway,2024-05-24,2024-06-03,5958.0,231721,236585,4.38,9.8,945,35.71
CM186,338,Product Launch,2024-06-15,2024-06-18,7679.0,531413,656866,7.22,2.53,108,30.4
CM944,348,Affiliate,2024-01-29,2024-02-14,9248.0,708870,846915,9.43,5.32,571,
CM1131,328,Brand Awareness,2024-01-17,2024-01-27,5661.0,639435,813631,2.6,2.61,552,
CM2902,346,Giveaway,2024-10-19,2024-11-05,,669425,749411,9.59,7.38,283,28.93
CM3513,343,Giveaway,2024-01-09,2024-01-05,2763.0,264929,437291,7.65,2.37,841,44.17
CM2999,336,Brand Awareness,2024-09-16,2024-09-21,5559.0,683177,790937,5.18,3.23,826,6.74
CM4967,315,Giveaway,2024-07-22,2024-07-16,5429.0,75712,145726,7.15,4.63,149,-8.58
CM2728,314,Product Launch,2024-09-27,2024-09-23,4798.0,201886,272333,3.49,9.99,697,17.42
CM4894,335,Giveaway,2024-11-06,2024-11-09,5309.0,114398,231161,4.12,7.36,889,-1.84
CM955,267,Product Launch,2024-12-21,2024-12-15,7158.0,169444,268994,6.49,8.0,672,16.4
CM178,323,Brand Awareness,2024-07-18,2024-07-19,2295.0,761528,929183,3.87,9.06,516,-1.74
CM2347,341,Giveaway,2024-01-09,2024-01-17,5194.0,871322,873956,9.12,13.47,946,25.07
CM4809,137,Affiliate,2024-05-26,2024-06-13,9761.0,940167,1094889,0.76,3.69,491,
CM3998,279,Brand Awareness,2024-05-15,2024-06-02,1472.0,512854,646132,1.7,7.34,57,40.65
CM3202,335,Giveaway,2024-04-29,2024-04-28,6997.0,513813,515150,6.42,4.98,48,42.43
CM4233,172,Affiliate,2024-04-21,2024-04-13,9258.0,262894,284824,1.14,5.16,763,14.49
CM2379,347,Giveaway,2024-09-12,2024-09-08,6894.0,114049,222979,3.81,1.21,530,54.45
CM4547,291,Giveaway,2024-06-08,2024-06-12,6412.0,963054,966972,5.61,1.78,37,
CM4477,334,Giveaway,2024-12-08,2024-12-23,1088.0,545175,579083,9.38,7.32,275,16.21
CM4211,267,Product Launch,2024-06-13,2024-06-10,3294.0,950731,959602,3.08,4.07,858,-7.95
CM3754,321,Affiliate,2024-10-22,2024-10-27,6508.0,512357,621764,1.45,6.19,368,5.49
CM2276,340,Brand Awareness,2024-03-15,2024-03-17,8372.0,977072,1096756,6.99,6.77,28,8.44
CM524,218,Brand Awareness,2024-06-14,2024-06-04,2137.0,337972,353836,2.71,8.57,197,16.43
CM492,292,Brand Awareness,2024-09-20,2024-09-28,6856.0,426859,470440,8.69,1.98,162,-4.15
CM4972,340,Affiliate,2024-08-31,2024-08-29,5571.0,746632,823328,9.82,14.61,830,24.76
CM3741,296,Giveaway,2024-08-07,2024-08-23,8160.0,915617,1015634,8.46,13.86,739,2.23
CM204,137,Product Launch,2024-05-19,2024-06-06,8796.0,563656,582715,0.53,2.76,407,21.89
CM2772,335,Product Launch,2024-11-18,2024-11-19,7168.0,911044,934298,9.33,5.92,506,30.95
CM3268,279,Giveaway,2024-10-07,2024-10-09,524.0,746543,778669,7.29,10.64,794,14.03
CM4512,203,Giveaway,2024-05-13,2024-05-06,685.0,156801,203368,1.21,1.38,41,49.84
CM4534,350,Giveaway,2024-08-11,2024-08-23,5805.0,378181,478153,6.64,6.07,726,11.3
CM3092,346,Brand Awareness,2024-09-15,2024-09-28,1901.0,347592,424356,7.0,4.06,924,
CM2048,256,Affiliate,2024-04-19,2024-04-09,9291.0,425517,541485,8.99,8.93,486,-0.45
CM1559,334,Product Launch,2024-04-02,2024-03-26,9046.0,54380,123076,3.5,12.08,999,4.34
CM3573,350,Affiliate,2024-09-05,2024-09-22,8997.0,585944,735638,8.88,5.15,912,49.37
CM3086,315,Affiliate,2024-01-23,2024-01-22,4873.0,766962,964352,7.89,7.76,759,14.36
CM2980,295,Giveaway,2024-01-27,2024-02-15,1071.0,417219,438177,4.23,8.99,109,-2.91
CM5036,296,Giveaway,2024-01-12,2024-01-20,893.0,404065,560999,3.91,10.65,333,5.4
CM1687,258,Product Launch,2024-04-27,2024-05-02,9399.0,97626,257233,4.48,4.97,673,33.88
CM4001,241,Product Launch,2024-03-26,2024-03-21,1086.0,331827,493449,2.97,5.63,686,54.45
CM1831,250,Brand Awareness,2024-02-21,2024-03-05,5876.0,41149,160558,1.11,13.36,463,7.6
CM3211,203,Product Launch,2024-11-07,2024-11-05,1566.0,95535,169927,4.17,11.29,868,13.95
CM4057,247,Brand Awareness,2024-11-26,2024-11-29,7743.0,596196,744324,2.08,2.03,606,44.39
CM5014,342,Brand Awareness,2024-04-11,2024-04-29,1031.0,67473,77744,7.28,7.17,691,20.91
CM1891,330,Brand Awareness,2024-06-04,2024-06-20,8777.0,68323,198934,4.59,1.86,150,44.8
CM2455,260,Brand Awareness,2024-12-04,2024-12-11,8500.0,678233,776390,1.1,0.64,950,4.38
CM2040,341,Product Launch,2024-05-09,2024-05-13,7153.0,625562,710116,0.71,12.62,962,-6.92
CM802,247,Product Launch,2024-11-18,2024-11-26,5445.0,462811,468962,,7.58,20,
CM2542,329,Giveaway,2024-05-27,2024-05-19,5935.0,591940,667129,2.04,10.82,516,-3.86
CM3097,323,Brand Awareness,2024-05-24,2024-05-25,2938.0,125826,277233,1.83,9.38,258,
CM596,211,Brand Awareness,2024-09-05,2024-09-19,3288.0,554940,632220,6.44,6.67,74,26.74
CM564,335,Giveaway,2024-03-22,2024-03-26,942.0,779459,895000,2.66,11.65,70,44.69
CM4465,247,Brand Awareness,2024-08-29,2024-08-28,4034.0,657734,743429,2.69,12.55,197,43.83
CM4673,324,Affiliate,2024-04-08,2024-04-24,9847.0,10319,119788,4.3,15.0,277,27.24
CM272,302,Brand Awareness,2024-10-22,2024-10-25,7525.0,452420,631009,4.95,0.92,594,50.52
CM3377,324,Affiliate,2024-03-04,2024-03-14,1059.0,483977,583833,5.17,9.51,256,57.59
CM5043,322,Giveaway,2024-03-13,2024-03-26,8009.0,960148,1135270,3.03,3.07,334,33.81
CM2640,258,Product Launch,2024-08-28,2024-09-15,4448.0,905050,953178,4.4,11.21,923,41.06
CM3578,271,Product Launch,2024-09-11,2024-09-20,,787686,800694,8.51,1.62,460,-5.37
CM3547,336,Affiliate,2024-03-26,2024-04-02,5511.0,84940,231653,0.85,2.01,775,-4.24
CM2360,344,Affiliate,2024-06-03,2024-06-09,1858.0,407270,559728,4.63,10.56,805,30.86
CM2212,271,Product Launch,2024-05-11,2024-05-23,3448.0,514622,531041,2.3,12.65,482,-4.27
CM1000,297,Giveaway,2024-05-06,2024-05-13,9114.0,909885,1048137,3.14,3.71,426,44.01
CM1546,324,Brand Awareness,2024-03-02,2024-02-26,7692.0,766272,837731,9.77,0.61,892,
CM3908,299,Product Launch,2024-02-10,2024-02-02,3466.0,136772,258674,4.63,4.28,359,58.42
CM2797,225,Brand Awareness,2024-02-25,2024-02-26,,31976,188360,9.07,7.8,59,
CM4932,245,Giveaway,2024-08-14,2024-09-01,632.0,569632,767500,5.24,13.48,55,9.94
CM841,298,Affiliate,2024-11-23,2024-12-12,1925.0,854707,859993,7.51,10.48,153,47.74
CM2393,267,Brand Awareness,2024-09-22,2024-10-06,6146.0,242819,288682,9.18,10.07,473,56.6
CM2552,340,Affiliate,2024-09-24,2024-10-10,5061.0,90792,193336,7.73,0.48,497,51.34
CM5092,256,Product Launch,2024-01-14,2024-02-01,2634.0,371392,473515,2.12,1.7,533,
CM4314,279,Product Launch,2024-04-02,2024-04-09,1071.0,777827,841495,6.13,10.65,102,23.48
CM1306,317,Brand Awareness,2024-06-16,2024-07-03,870.0,962520,1007045,7.98,8.38,157,55.25
CM609,328,Brand Awareness,2024-08-02,2024-08-04,1585.0,462849,482139,3.49,0.53,165,53.79
CM4384,260,Giveaway,2024-09-08,2024-09-10,6882.0,4543,92008,3.31,2.71,503,-0.88
CM3691,322,Giveaway,2024-01-25,2024-02-09,2821.0,871895,1065480,6.26,13.76,694,19.01
CM3085,236,Affiliate,2024-09-24,2024-09-15,532.0,782215,945592,8.58,13.66,706,14.34
CM4348,225,Brand Awareness,2024-02-06,2024-02-07,3755.0,253570,292185,7.6,7.61,267,28.75
CM1649,172,Affiliate,2024-08-31,2024-09-02,2066.0,612807,769653,1.42,14.84,485,42.07
CM3583,320,Brand Awareness,2024-12-10,2024-12-28,5656.0,737205,789330,5.5,6.1,128,18.54
CM2302,327,Affiliate,2024-10-23,2024-10-16,1265.0,802391,930504,3.45,7.83,281,37.58
CM2666,336,Giveaway,2024-04-10,2024-04-20,9549.0,220684,306868,2.03,7.5,825,26.06
CM4380,345,Giveaway,2024-11-09,2024-11-26,3181.0,775071,791525,2.32,3.64,524,35.44
CM2144,258,Giveaway,2024-03-25,2024-04-12,6485.0,381836,580519,1.1,9.48,882,58.85
CM867,211,Brand Awareness,2024-10-08,2024-09-30,5425.0,13402,71600,6.66,5.62,621,4.71
CM3770,350,Brand Awareness,2024-05-25,2024-06-12,3339.0,175115,260167,4.44,13.04,715,45.94
CM4084,338,Affiliate,2024-02-11,2024-02-18,808.0,260407,321214,6.73,14.05,423,54.6
